"DATE_LOCAL","SITE","YEAR","MONTH","DAY","HR","MIN","MO_DAY","MO_DAY_HR","TEMP_C","TIME","TEMP_categ","TIME_dec","diff_time","diff_temp_c","changeRate_CperH"
"2016-9-1","NAPL",2016,9,1,1,0,"09-01","09-01_1",19.1616,2016-09-01 01:00:00,"all",1472706000,NA,NA,NA
"2016-9-1","NAPL",2016,9,1,1,20,"09-01","09-01_1",19.217,2016-09-01 01:20:00,"all",1472707200,0.333333333333333,0.0553999999999988,0.166199999999996
"2016-9-1","NAPL",2016,9,1,1,40,"09-01","09-01_1",19.0593,2016-09-01 01:40:01,"all",1472708401,0.333611111111111,-0.157699999999998,-0.472706078268105
"2016-9-1","NAPL",2016,9,1,2,0,"09-01","09-01_2",18.8083,2016-09-01 02:00:02,"all",1472709602,0.333611111111111,-0.251000000000001,-0.752373022481269
"2016-9-1","NAPL",2016,9,1,2,20,"09-01","09-01_2",18.7042,2016-09-01 02:20:03,"all",1472710803,0.333611111111111,-0.104099999999999,-0.312039966694418
"2016-9-1","NAPL",2016,9,1,2,39,"09-01","09-01_2",18.6665,2016-09-01 02:39:56,"all",1472711996,0.331388888888889,-0.037700000000001,-0.113763621123222
"2016-9-1","NAPL",2016,9,1,2,59,"09-01","09-01_2",18.6061,2016-09-01 02:59:57,"all",1472713197,0.333611111111111,-0.0603999999999978,-0.181049125728553
"2016-9-1","NAPL",2016,9,1,3,19,"09-01","09-01_3",18.5473,2016-09-01 03:19:58,"all",1472714398,0.333611111111111,-0.0588000000000015,-0.176253122398006
"2016-9-1","NAPL",2016,9,1,3,39,"09-01","09-01_3",18.4884,2016-09-01 03:39:59,"all",1472715599,0.333611111111111,-0.0589000000000013,-0.176552872606165
"2016-9-1","NAPL",2016,9,1,4,0,"09-01","09-01_4",18.436,2016-09-01 04:00:00,"all",1472716800,0.333611111111111,-0.0523999999999987,-0.157069109075766
"2016-9-1","NAPL",2016,9,1,4,20,"09-01","09-01_4",18.4466,2016-09-01 04:20:00,"all",1472718000,0.333333333333333,0.0106000000000002,0.0318000000000005
"2016-9-1","NAPL",2016,9,1,4,40,"09-01","09-01_4",18.4979,2016-09-01 04:40:01,"all",1472719201,0.333611111111111,0.0513000000000012,0.153771856786015
"2016-9-1","NAPL",2016,9,1,5,0,"09-01","09-01_5",18.5666,2016-09-01 05:00:02,"all",1472720402,0.333611111111111,0.0686999999999998,0.205928393005828
"2016-9-1","NAPL",2016,9,1,5,20,"09-01","09-01_5",18.643,2016-09-01 05:20:03,"all",1472721603,0.333611111111111,0.0763999999999996,0.229009159034137
"2016-9-1","NAPL",2016,9,1,5,39,"09-01","09-01_5",18.7127,2016-09-01 05:39:56,"all",1472722796,0.331388888888889,0.069700000000001,0.210326906957254
"2016-9-1","NAPL",2016,9,1,5,59,"09-01","09-01_5",18.7318,2016-09-01 05:59:57,"all",1472723997,0.333611111111111,0.0190999999999981,0.0572522897585289
"2016-9-1","NAPL",2016,9,1,6,19,"09-01","09-01_6",18.5431,2016-09-01 06:19:58,"all",1472725198,0.333611111111111,-0.188700000000001,-0.565628642797671
"2016-9-1","NAPL",2016,9,1,6,39,"09-01","09-01_6",18.2395,2016-09-01 06:39:59,"all",1472726399,0.333611111111111,-0.303599999999999,-0.910041631973354
"2016-9-1","NAPL",2016,9,1,7,0,"09-01","09-01_7",18.0404,2016-09-01 07:00:00,"all",1472727600,0.333611111111111,-0.199099999999998,-0.596802664446288
"2016-9-1","NAPL",2016,9,1,7,20,"09-01","09-01_7",17.8083,2016-09-01 07:20:00,"all",1472728800,0.333333333333333,-0.232100000000003,-0.696300000000008
"2016-9-1","NAPL",2016,9,1,7,40,"09-01","09-01_7",17.556,2016-09-01 07:40:01,"all",1472730001,0.333611111111111,-0.252299999999998,-0.756269775187339
"2016-9-1","NAPL",2016,9,1,8,0,"09-01","09-01_8",17.523,2016-09-01 08:00:02,"all",1472731202,0.333611111111111,-0.0330000000000013,-0.0989175686927598
"2016-9-1","NAPL",2016,9,1,8,20,"09-01","09-01_8",17.2613,2016-09-01 08:20:03,"all",1472732403,0.333611111111111,-0.261700000000001,-0.784446294754375
"2016-9-1","NAPL",2016,9,1,8,39,"09-01","09-01_8",16.5581,2016-09-01 08:39:56,"all",1472733596,0.331388888888889,-0.703199999999999,-2.12197820620285
"2016-9-1","NAPL",2016,9,1,8,59,"09-01","09-01_8",16.2186,2016-09-01 08:59:57,"all",1472734797,0.333611111111111,-0.339500000000001,-1.01765195670275
"2016-9-1","NAPL",2016,9,1,9,19,"09-01","09-01_9",16.3562,2016-09-01 09:19:58,"all",1472735998,0.333611111111111,0.137600000000003,0.412456286427985
"2016-9-1","NAPL",2016,9,1,9,39,"09-01","09-01_9",16.2967,2016-09-01 09:39:59,"all",1472737199,0.333611111111111,-0.0594999999999999,-0.17835137385512
"2016-9-1","NAPL",2016,9,1,10,0,"09-01","09-01_10",16.1876,2016-09-01 10:00:00,"all",1472738400,0.333611111111111,-0.109100000000002,-0.327027477102419
"2016-9-1","NAPL",2016,9,1,10,20,"09-01","09-01_10",16.4571,2016-09-01 10:20:00,"all",1472739600,0.333333333333333,0.269500000000001,0.808500000000002
"2016-9-1","NAPL",2016,9,1,10,40,"09-01","09-01_10",16.4701,2016-09-01 10:40:01,"all",1472740801,0.333611111111111,0.0129999999999981,0.0389675270607771
"2016-9-1","NAPL",2016,9,1,11,0,"09-01","09-01_11",16.1423,2016-09-01 11:00:02,"all",1472742002,0.333611111111111,-0.3278,-0.982581182348043
"2016-9-1","NAPL",2016,9,1,11,20,"09-01","09-01_11",16.0216,2016-09-01 11:20:03,"all",1472743203,0.333611111111111,-0.120699999999999,-0.361798501248957
"2016-9-1","NAPL",2016,9,1,11,39,"09-01","09-01_11",15.9717,2016-09-01 11:39:56,"all",1472744396,0.331388888888889,-0.0498999999999992,-0.150578373847441
"2016-9-1","NAPL",2016,9,1,11,59,"09-01","09-01_11",16.2248,2016-09-01 11:59:57,"all",1472745597,0.333611111111111,0.253099999999998,0.758667776852617
"2016-9-1","NAPL",2016,9,1,12,19,"09-01","09-01_12",16.8228,2016-09-01 12:19:58,"all",1472746798,0.333611111111111,0.598000000000003,1.79250624479601
"2016-9-1","NAPL",2016,9,1,12,39,"09-01","09-01_12",16.9919,2016-09-01 12:39:59,"all",1472747999,0.333611111111111,0.1691,0.506877601998336
"2016-9-1","NAPL",2016,9,1,13,0,"09-01","09-01_13",16.6177,2016-09-01 13:00:00,"all",1472749200,0.333611111111111,-0.374200000000002,-1.12166527893423
"2016-9-1","NAPL",2016,9,1,13,20,"09-01","09-01_13",16.6592,2016-09-01 13:20:00,"all",1472750400,0.333333333333333,0.0414999999999992,0.124499999999998
"2016-9-1","NAPL",2016,9,1,13,40,"09-01","09-01_13",17.0145,2016-09-01 13:40:01,"all",1472751601,0.333611111111111,0.355300000000003,1.06501248959202
"2016-9-1","NAPL",2016,9,1,14,0,"09-01","09-01_14",16.8419,2016-09-01 14:00:02,"all",1472752802,0.333611111111111,-0.172600000000003,-0.517368859283938
"2016-9-1","NAPL",2016,9,1,14,20,"09-01","09-01_14",16.6658,2016-09-01 14:20:03,"all",1472754003,0.333611111111111,-0.176099999999998,-0.52786011656952
"2016-9-1","NAPL",2016,9,1,14,39,"09-01","09-01_14",16.9227,2016-09-01 14:39:56,"all",1472755196,0.331388888888889,0.256899999999998,0.775222129086331
"2016-9-1","NAPL",2016,9,1,14,59,"09-01","09-01_14",17.0631,2016-09-01 14:59:57,"all",1472756397,0.333611111111111,0.1404,0.420849292256452
"2016-9-1","NAPL",2016,9,1,15,19,"09-01","09-01_15",17.1182,2016-09-01 15:19:58,"all",1472757598,0.333611111111111,0.055100000000003,0.165162364696096
"2016-9-1","NAPL",2016,9,1,15,39,"09-01","09-01_15",17.5616,2016-09-01 15:39:59,"all",1472758799,0.333611111111111,0.443399999999997,1.32909242298084
"2016-9-1","NAPL",2016,9,1,16,0,"09-01","09-01_16",17.8456,2016-09-01 16:00:00,"all",1472760000,0.333611111111111,0.284000000000002,0.851290591174029
"2016-9-1","NAPL",2016,9,1,16,20,"09-01","09-01_16",17.5924,2016-09-01 16:20:00,"all",1472761200,0.333333333333333,-0.2532,-0.759599999999999
"2016-9-1","NAPL",2016,9,1,16,40,"09-01","09-01_16",17.4673,2016-09-01 16:40:01,"all",1472762401,0.333611111111111,-0.1251,-0.374987510407993
"2016-9-1","NAPL",2016,9,1,17,0,"09-01","09-01_17",17.6911,2016-09-01 17:00:02,"all",1472763602,0.333611111111111,0.223799999999997,0.670840965861773
"2016-9-1","NAPL",2016,9,1,17,20,"09-01","09-01_17",17.9851,2016-09-01 17:20:03,"all",1472764803,0.333611111111111,0.294,0.88126561199001
"2016-9-1","NAPL",2016,9,1,17,39,"09-01","09-01_17",18.007,2016-09-01 17:39:56,"all",1472765996,0.331388888888889,0.0219000000000023,0.0660854987426723
"2016-9-1","NAPL",2016,9,1,17,59,"09-01","09-01_17",17.7975,2016-09-01 17:59:57,"all",1472767197,0.333611111111111,-0.209500000000002,-0.627976686094927
"2016-9-1","NAPL",2016,9,1,18,19,"09-01","09-01_18",17.6385,2016-09-01 18:19:58,"all",1472768398,0.333611111111111,-0.158999999999999,-0.476602830974185
"2016-9-1","NAPL",2016,9,1,18,39,"09-01","09-01_18",17.7095,2016-09-01 18:39:59,"all",1472769599,0.333611111111111,0.070999999999998,0.212822647793499
"2016-9-1","NAPL",2016,9,1,19,0,"09-01","09-01_19",17.9908,2016-09-01 19:00:00,"all",1472770800,0.333611111111111,0.281300000000002,0.84319733555371
"2016-9-1","NAPL",2016,9,1,19,20,"09-01","09-01_19",18.2427,2016-09-01 19:20:00,"all",1472772000,0.333333333333333,0.251899999999999,0.755699999999997
"2016-9-1","NAPL",2016,9,1,19,40,"09-01","09-01_19",18.3259,2016-09-01 19:40:01,"all",1472773201,0.333611111111111,0.0832000000000015,0.249392173189014
"2016-9-1","NAPL",2016,9,1,20,0,"09-01","09-01_20",18.3064,2016-09-01 20:00:02,"all",1472774402,0.333611111111111,-0.0195000000000007,-0.0584512905911762
"2016-9-1","NAPL",2016,9,1,20,20,"09-01","09-01_20",18.2915,2016-09-01 20:20:03,"all",1472775603,0.333611111111111,-0.0149000000000008,-0.0446627810158226
"2016-9-1","NAPL",2016,9,1,20,39,"09-01","09-01_20",18.2861,2016-09-01 20:39:56,"all",1472776796,0.331388888888889,-0.00539999999999807,-0.0162950544844871
"2016-9-1","NAPL",2016,9,1,20,59,"09-01","09-01_20",18.3185,2016-09-01 20:59:57,"all",1472777997,0.333611111111111,0.0323999999999991,0.0971190674437941
"2016-9-1","NAPL",2016,9,1,21,19,"09-01","09-01_21",18.3943,2016-09-01 21:19:58,"all",1472779198,0.333611111111111,0.075800000000001,0.227210657785182
"2016-9-1","NAPL",2016,9,1,21,39,"09-01","09-01_21",18.4395,2016-09-01 21:39:59,"all",1472780399,0.333611111111111,0.0451999999999977,0.135487094088253
