"DATE_LOCAL","SITE","YEAR","MONTH","DAY","HR","MIN","MO_DAY","MO_DAY_HR","TEMP_C","TIME","TEMP_categ","TIME_dec","diff_time","diff_temp_c","changeRate_CperH"
"2020-6-1","NAPL",2020,6,1,1,0,"06-01","06-01_1",15.9768,2020-06-01 01:00:00,"all",1590987600,NA,NA,NA
"2020-6-1","NAPL",2020,6,1,1,20,"06-01","06-01_1",15.9472,2020-06-01 01:20:00,"all",1590988800,0.333333333333333,-0.0296000000000003,-0.0888000000000009
"2020-6-1","NAPL",2020,6,1,1,40,"06-01","06-01_1",16.0274,2020-06-01 01:40:01,"all",1590990001,0.333611111111111,0.0801999999999996,0.240399666944212
"2020-6-1","NAPL",2020,6,1,2,0,"06-01","06-01_2",16.2278,2020-06-01 02:00:02,"all",1590991202,0.333611111111111,0.200399999999998,0.600699417152368
"2020-6-1","NAPL",2020,6,1,2,20,"06-01","06-01_2",15.901,2020-06-01 02:20:03,"all",1590992403,0.333611111111111,-0.326799999999999,-0.979583680266441
"2020-6-1","NAPL",2020,6,1,2,39,"06-01","06-01_2",15.2775,2020-06-01 02:39:56,"all",1590993596,0.331388888888889,-0.6235,-1.88147527242246
"2020-6-1","NAPL",2020,6,1,2,59,"06-01","06-01_2",15.2624,2020-06-01 02:59:57,"all",1590994797,0.333611111111111,-0.0151000000000003,-0.0452622814321409
"2020-6-1","NAPL",2020,6,1,3,19,"06-01","06-01_3",15.6118,2020-06-01 03:19:58,"all",1590995998,0.333611111111111,0.349400000000001,1.04732722731058
"2020-6-1","NAPL",2020,6,1,3,39,"06-01","06-01_3",15.7873,2020-06-01 03:39:59,"all",1590997199,0.333611111111111,0.1755,0.526061615320565
"2020-6-1","NAPL",2020,6,1,4,0,"06-01","06-01_4",15.8604,2020-06-01 04:00:00,"all",1590998400,0.333611111111111,0.0731000000000002,0.219117402164863
"2020-6-1","NAPL",2020,6,1,4,20,"06-01","06-01_4",15.9212,2020-06-01 04:20:00,"all",1590999600,0.333333333333333,0.0608000000000004,0.182400000000001
"2020-6-1","NAPL",2020,6,1,4,40,"06-01","06-01_4",15.8599,2020-06-01 04:40:01,"all",1591000801,0.333611111111111,-0.061300000000001,-0.183746877602001
"2020-6-1","NAPL",2020,6,1,5,0,"06-01","06-01_5",15.9375,2020-06-01 05:00:02,"all",1591002002,0.333611111111111,0.0776000000000003,0.232606161532058
"2020-6-1","NAPL",2020,6,1,5,20,"06-01","06-01_5",16.2819,2020-06-01 05:20:03,"all",1591003203,0.333611111111111,0.3444,1.03233971690258
"2020-6-1","NAPL",2020,6,1,5,39,"06-01","06-01_5",16.4719,2020-06-01 05:39:56,"all",1591004396,0.331388888888889,0.190000000000001,0.573344509639568
"2020-6-1","NAPL",2020,6,1,5,59,"06-01","06-01_5",16.4007,2020-06-01 05:59:57,"all",1591005597,0.333611111111111,-0.071200000000001,-0.213422148209828
"2020-6-1","NAPL",2020,6,1,6,19,"06-01","06-01_6",16.1794,2020-06-01 06:19:58,"all",1591006798,0.333611111111111,-0.221299999999999,-0.663347210657783
"2020-6-1","NAPL",2020,6,1,6,39,"06-01","06-01_6",15.9302,2020-06-01 06:39:59,"all",1591007999,0.333611111111111,-0.249200000000002,-0.746977518734394
"2020-6-1","NAPL",2020,6,1,7,0,"06-01","06-01_7",15.8992,2020-06-01 07:00:00,"all",1591009200,0.333611111111111,-0.0309999999999988,-0.0929225645295551
"2020-6-1","NAPL",2020,6,1,7,20,"06-01","06-01_7",15.997,2020-06-01 07:20:00,"all",1591010400,0.333333333333333,0.0977999999999994,0.293399999999998
"2020-6-1","NAPL",2020,6,1,7,40,"06-01","06-01_7",15.7865,2020-06-01 07:40:01,"all",1591011601,0.333611111111111,-0.2105,-0.630974188176519
"2020-6-1","NAPL",2020,6,1,8,0,"06-01","06-01_8",15.4075,2020-06-01 08:00:02,"all",1591012802,0.333611111111111,-0.379,-1.13605328892589
"2020-6-1","NAPL",2020,6,1,8,20,"06-01","06-01_8",15.38,2020-06-01 08:20:03,"all",1591014003,0.333611111111111,-0.0274999999999999,-0.0824313072439629
"2020-6-1","NAPL",2020,6,1,8,39,"06-01","06-01_8",15.5433,2020-06-01 08:39:56,"all",1591015196,0.331388888888889,0.1633,0.492774518021792
"2020-6-1","NAPL",2020,6,1,8,59,"06-01","06-01_8",15.6872,2020-06-01 08:59:57,"all",1591016397,0.333611111111111,0.1439,0.431340549542049
"2020-6-1","NAPL",2020,6,1,9,19,"06-01","06-01_9",15.8471,2020-06-01 09:19:58,"all",1591017598,0.333611111111111,0.159899999999999,0.479300582847623
"2020-6-1","NAPL",2020,6,1,9,39,"06-01","06-01_9",15.8198,2020-06-01 09:39:59,"all",1591018799,0.333611111111111,-0.0272999999999985,-0.0818318068276393
"2020-6-1","NAPL",2020,6,1,10,0,"06-01","06-01_10",15.6382,2020-06-01 10:00:00,"all",1591020000,0.333611111111111,-0.181600000000001,-0.544346378018322
"2020-6-1","NAPL",2020,6,1,10,20,"06-01","06-01_10",15.487,2020-06-01 10:20:00,"all",1591021200,0.333333333333333,-0.151199999999999,-0.453599999999998
"2020-6-1","NAPL",2020,6,1,10,40,"06-01","06-01_10",15.4518,2020-06-01 10:40:01,"all",1591022401,0.333611111111111,-0.0351999999999997,-0.105512073272272
"2020-6-1","NAPL",2020,6,1,11,0,"06-01","06-01_11",15.6203,2020-06-01 11:00:02,"all",1591023602,0.333611111111111,0.1685,0.505079100749375
"2020-6-1","NAPL",2020,6,1,11,20,"06-01","06-01_11",15.7664,2020-06-01 11:20:03,"all",1591024803,0.333611111111111,0.146100000000001,0.437935054121567
