"DATE_LOCAL","SITE","YEAR","MONTH","DAY","HR","MIN","MO_DAY","MO_DAY_HR","TEMP_C","TIME","TEMP_categ","TIME_dec","diff_time","diff_temp_c","changeRate_CperH","Streak"
"2016-7-12","NAPL",2016,7,12,10,0,"07-12","07-12_10",17.1616,2016-07-12 10:00:00,"all",1468332000,0.333611111111111,0.0772000000000013,0.231407160699421,"Increase"
"2016-7-12","NAPL",2016,7,12,10,20,"07-12","07-12_10",17.2212,2016-07-12 10:20:00,"all",1468333200,0.333333333333333,0.0595999999999997,0.178799999999999,"Increase"
"2016-7-12","NAPL",2016,7,12,10,40,"07-12","07-12_10",17.2855,2016-07-12 10:40:01,"all",1468334401,0.333611111111111,0.0642999999999994,0.192739383846792,"Increase"
"2016-7-12","NAPL",2016,7,12,11,0,"07-12","07-12_11",17.5115,2016-07-12 11:00:02,"all",1468335602,0.333611111111111,0.226000000000003,0.677435470441307,"Increase"
"2016-7-12","NAPL",2016,7,12,11,20,"07-12","07-12_11",17.3602,2016-07-12 11:20:03,"all",1468336803,0.333611111111111,-0.151300000000003,-0.453522064945886,"Increase"
"2016-7-12","NAPL",2016,7,12,11,39,"07-12","07-12_11",16.3863,2016-07-12 11:39:56,"all",1468337996,0.331388888888889,-0.9739,-2.93884325230511,"Increase"
"2016-7-12","NAPL",2016,7,12,11,59,"07-12","07-12_11",15.8905,2016-07-12 11:59:57,"all",1468339197,0.333611111111111,-0.495799999999999,-1.48616153205662,"Increase"
"2016-7-12","NAPL",2016,7,12,12,19,"07-12","07-12_12",16.3446,2016-07-12 12:19:58,"all",1468340398,0.333611111111111,0.4541,1.36116569525396,"Increase"
"2016-7-12","NAPL",2016,7,12,12,39,"07-12","07-12_12",16.3015,2016-07-12 12:39:59,"all",1468341599,0.333611111111111,-0.043099999999999,-0.1291923397169,"Increase"
"2016-7-12","NAPL",2016,7,12,13,0,"07-12","07-12_13",15.8521,2016-07-12 13:00:00,"all",1468342800,0.333611111111111,-0.449400000000001,-1.34707743547044,"Increase"
"2016-7-12","NAPL",2016,7,12,13,20,"07-12","07-12_13",15.9412,2016-07-12 13:20:00,"all",1468344000,0.333333333333333,0.0891000000000002,0.267300000000001,"Increase"
"2016-7-12","NAPL",2016,7,12,13,40,"07-12","07-12_13",16.7125,2016-07-12 13:40:01,"all",1468345201,0.333611111111111,0.771299999999998,2.31197335553705,"targetUP"
"2016-7-12","NAPL",2016,7,12,14,0,"07-12","07-12_14",17.8742,2016-07-12 14:00:02,"all",1468346402,0.333611111111111,1.1617,3.48219816819317,"targetUP"
"2016-7-12","NAPL",2016,7,12,14,20,"07-12","07-12_14",18.7417,2016-07-12 14:20:03,"all",1468347603,0.333611111111111,0.867500000000003,2.60033305578685,"targetUP"
"2016-7-12","NAPL",2016,7,12,14,39,"07-12","07-12_14",18.992,2016-07-12 14:39:56,"all",1468348796,0.331388888888889,0.250299999999999,0.755305951383066,"Increase"
