"DATE_LOCAL","SITE","YEAR","MONTH","DAY","HR","MIN","MO_DAY","MO_DAY_HR","TEMP_C","TIME","TEMP_categ","TIME_dec","diff_time","diff_temp_c","changeRate_CperH"
"2017-7-1","NAPL",2017,7,1,1,0,"07-01","07-01_1",15.099,2017-07-01 01:00:00,"all",1498885200,NA,NA,NA
"2017-7-1","NAPL",2017,7,1,1,20,"07-01","07-01_1",15.4482,2017-07-01 01:20:00,"all",1498886400,0.333333333333333,0.3492,1.0476
"2017-7-1","NAPL",2017,7,1,1,40,"07-01","07-01_1",15.8098,2017-07-01 01:40:01,"all",1498887601,0.333611111111111,0.361599999999999,1.08389675270608
"2017-7-1","NAPL",2017,7,1,2,0,"07-01","07-01_2",16.0284,2017-07-01 02:00:02,"all",1498888802,0.333611111111111,0.218600000000002,0.655253955037475
"2017-7-1","NAPL",2017,7,1,2,20,"07-01","07-01_2",16.0336,2017-07-01 02:20:03,"all",1498890003,0.333611111111111,0.00519999999999854,0.0155870108243087
"2017-7-1","NAPL",2017,7,1,2,39,"07-01","07-01_2",16.0217,2017-07-01 02:39:56,"all",1498891196,0.331388888888889,-0.0119000000000007,-0.0359094719195327
"2017-7-1","NAPL",2017,7,1,2,59,"07-01","07-01_2",15.8166,2017-07-01 02:59:57,"all",1498892397,0.333611111111111,-0.2051,-0.614787676935886
"2017-7-1","NAPL",2017,7,1,3,19,"07-01","07-01_3",15.1585,2017-07-01 03:19:58,"all",1498893598,0.333611111111111,-0.658099999999999,-1.97265611990008
"2017-7-1","NAPL",2017,7,1,3,39,"07-01","07-01_3",14.57,2017-07-01 03:39:59,"all",1498894799,0.333611111111111,-0.5885,-1.76402997502082
"2017-7-1","NAPL",2017,7,1,4,0,"07-01","07-01_4",14.605,2017-07-01 04:00:00,"all",1498896000,0.333611111111111,0.0350000000000001,0.104912572855954
"2017-7-1","NAPL",2017,7,1,4,20,"07-01","07-01_4",15.4289,2017-07-01 04:20:00,"all",1498897200,0.333333333333333,0.8239,2.4717
"2017-7-1","NAPL",2017,7,1,4,40,"07-01","07-01_4",15.8897,2017-07-01 04:40:01,"all",1498898401,0.333611111111111,0.460799999999999,1.38124895920066
"2017-7-1","NAPL",2017,7,1,5,0,"07-01","07-01_5",15.3443,2017-07-01 05:00:02,"all",1498899602,0.333611111111111,-0.545399999999999,-1.63483763530391
"2017-7-1","NAPL",2017,7,1,5,20,"07-01","07-01_5",15.5582,2017-07-01 05:20:03,"all",1498900803,0.333611111111111,0.213899999999999,0.641165695253952
"2017-7-1","NAPL",2017,7,1,5,39,"07-01","07-01_5",16.1398,2017-07-01 05:39:56,"all",1498901996,0.331388888888889,0.581600000000002,1.75503772003353
"2017-7-1","NAPL",2017,7,1,5,59,"07-01","07-01_5",15.9604,2017-07-01 05:59:57,"all",1498903197,0.333611111111111,-0.179400000000001,-0.537751873438804
"2017-7-1","NAPL",2017,7,1,6,19,"07-01","07-01_6",15.7024,2017-07-01 06:19:58,"all",1498904398,0.333611111111111,-0.257999999999999,-0.773355537052454
"2017-7-1","NAPL",2017,7,1,6,39,"07-01","07-01_6",15.4874,2017-07-01 06:39:59,"all",1498905599,0.333611111111111,-0.215000000000002,-0.644462947543719
"2017-7-1","NAPL",2017,7,1,7,0,"07-01","07-01_7",15.25,2017-07-01 07:00:00,"all",1498906800,0.333611111111111,-0.237399999999999,-0.711606994171521
"2017-7-1","NAPL",2017,7,1,7,20,"07-01","07-01_7",15.0838,2017-07-01 07:20:00,"all",1498908000,0.333333333333333,-0.1662,-0.4986
"2017-7-1","NAPL",2017,7,1,7,40,"07-01","07-01_7",14.8345,2017-07-01 07:40:01,"all",1498909201,0.333611111111111,-0.2493,-0.747277268942548
"2017-7-1","NAPL",2017,7,1,8,0,"07-01","07-01_8",14.7191,2017-07-01 08:00:02,"all",1498910402,0.333611111111111,-0.115400000000001,-0.345911740216489
"2017-7-1","NAPL",2017,7,1,8,20,"07-01","07-01_8",14.559,2017-07-01 08:20:03,"all",1498911603,0.333611111111111,-0.1601,-0.479900083263947
"2017-7-1","NAPL",2017,7,1,8,39,"07-01","07-01_8",14.0544,2017-07-01 08:39:56,"all",1498912796,0.331388888888889,-0.5046,-1.52268231349539
"2017-7-1","NAPL",2017,7,1,8,59,"07-01","07-01_8",13.868,2017-07-01 08:59:57,"all",1498913997,0.333611111111111,-0.186399999999999,-0.558734388009989
"2017-7-1","NAPL",2017,7,1,9,19,"07-01","07-01_9",14.1486,2017-07-01 09:19:58,"all",1498915198,0.333611111111111,0.2806,0.841099084096586
"2017-7-1","NAPL",2017,7,1,9,39,"07-01","07-01_9",14.617,2017-07-01 09:39:59,"all",1498916399,0.333611111111111,0.468400000000001,1.40402997502082
"2017-7-1","NAPL",2017,7,1,10,0,"07-01","07-01_10",14.6117,2017-07-01 10:00:00,"all",1498917600,0.333611111111111,-0.00530000000000008,-0.0158867610324732
"2017-7-1","NAPL",2017,7,1,10,20,"07-01","07-01_10",13.8139,2017-07-01 10:20:00,"all",1498918800,0.333333333333333,-0.7978,-2.3934
"2017-7-1","NAPL",2017,7,1,10,40,"07-01","07-01_10",13.583,2017-07-01 10:40:01,"all",1498920001,0.333611111111111,-0.2309,-0.692123230641133
"2017-7-1","NAPL",2017,7,1,11,0,"07-01","07-01_11",14.2876,2017-07-01 11:00:02,"all",1498921202,0.333611111111111,0.704599999999999,2.11203996669442
"2017-7-1","NAPL",2017,7,1,11,20,"07-01","07-01_11",14.1524,2017-07-01 11:20:03,"all",1498922403,0.333611111111111,-0.135199999999999,-0.405262281432138
"2017-7-1","NAPL",2017,7,1,11,39,"07-01","07-01_11",13.2433,2017-07-01 11:39:56,"all",1498923596,0.331388888888889,-0.9091,-2.7433025984912
"2017-7-1","NAPL",2017,7,1,11,59,"07-01","07-01_11",13.0281,2017-07-01 11:59:57,"all",1498924797,0.333611111111111,-0.215199999999999,-0.645062447960032
"2017-7-1","NAPL",2017,7,1,12,19,"07-01","07-01_12",13.3031,2017-07-01 12:19:58,"all",1498925998,0.333611111111111,0.275,0.824313072439635
"2017-7-1","NAPL",2017,7,1,12,39,"07-01","07-01_12",13.3968,2017-07-01 12:39:59,"all",1498927199,0.333611111111111,0.0937000000000001,0.280865945045796
"2017-7-1","NAPL",2017,7,1,13,0,"07-01","07-01_13",13.4113,2017-07-01 13:00:00,"all",1498928400,0.333611111111111,0.0145,0.0434637801831806
"2017-7-1","NAPL",2017,7,1,13,20,"07-01","07-01_13",14.1227,2017-07-01 13:20:00,"all",1498929600,0.333333333333333,0.711399999999999,2.1342
"2017-7-1","NAPL",2017,7,1,13,40,"07-01","07-01_13",15.5773,2017-07-01 13:40:01,"all",1498930801,0.333611111111111,1.4546,4.36016652789342
"2017-7-1","NAPL",2017,7,1,14,0,"07-01","07-01_14",16.436,2017-07-01 14:00:02,"all",1498932002,0.333611111111111,0.858700000000001,2.57395503746878
"2017-7-1","NAPL",2017,7,1,14,20,"07-01","07-01_14",16.3643,2017-07-01 14:20:03,"all",1498933203,0.333611111111111,-0.0716999999999999,-0.214920899250624
"2017-7-1","NAPL",2017,7,1,14,39,"07-01","07-01_14",16.035,2017-07-01 14:39:56,"all",1498934396,0.331388888888889,-0.3293,-0.993696563285834
"2017-7-1","NAPL",2017,7,1,14,59,"07-01","07-01_14",15.7008,2017-07-01 14:59:57,"all",1498935597,0.333611111111111,-0.334200000000001,-1.00176519567028
"2017-7-1","NAPL",2017,7,1,15,19,"07-01","07-01_15",15.5458,2017-07-01 15:19:58,"all",1498936798,0.333611111111111,-0.154999999999999,-0.464612822647792
"2017-7-1","NAPL",2017,7,1,15,39,"07-01","07-01_15",15.76,2017-07-01 15:39:59,"all",1498937999,0.333611111111111,0.2142,0.642064945878435
"2017-7-1","NAPL",2017,7,1,16,0,"07-01","07-01_16",15.9548,2017-07-01 16:00:00,"all",1498939200,0.333611111111111,0.194800000000001,0.583913405495423
"2017-7-1","NAPL",2017,7,1,16,20,"07-01","07-01_16",15.8337,2017-07-01 16:20:00,"all",1498940400,0.333333333333333,-0.1211,-0.363300000000001
"2017-7-1","NAPL",2017,7,1,16,40,"07-01","07-01_16",15.7252,2017-07-01 16:40:01,"all",1498941601,0.333611111111111,-0.108500000000001,-0.325228975853459
"2017-7-1","NAPL",2017,7,1,17,0,"07-01","07-01_17",15.6923,2017-07-01 17:00:02,"all",1498942802,0.333611111111111,-0.0328999999999997,-0.0986178184845953
"2017-7-1","NAPL",2017,7,1,17,20,"07-01","07-01_17",15.6698,2017-07-01 17:20:03,"all",1498944003,0.333611111111111,-0.0224999999999991,-0.0674437968359673
"2017-7-1","NAPL",2017,7,1,17,39,"07-01","07-01_17",15.7481,2017-07-01 17:39:56,"all",1498945196,0.331388888888889,0.0783000000000005,0.236278290025148
"2017-7-1","NAPL",2017,7,1,17,59,"07-01","07-01_17",15.8374,2017-07-01 17:59:57,"all",1498946397,0.333611111111111,0.0892999999999997,0.26767693588676
"2017-7-1","NAPL",2017,7,1,18,19,"07-01","07-01_18",15.8527,2017-07-01 18:19:58,"all",1498947598,0.333611111111111,0.0152999999999999,0.0458617818484592
"2017-7-1","NAPL",2017,7,1,18,39,"07-01","07-01_18",15.8918,2017-07-01 18:39:59,"all",1498948799,0.333611111111111,0.0390999999999995,0.117202331390506
"2017-7-1","NAPL",2017,7,1,19,0,"07-01","07-01_19",15.9714,2017-07-01 19:00:00,"all",1498950000,0.333611111111111,0.0795999999999992,0.238601165695252
"2017-7-1","NAPL",2017,7,1,19,20,"07-01","07-01_19",16.0278,2017-07-01 19:20:00,"all",1498951200,0.333333333333333,0.0564,0.1692
