"DATE_LOCAL","SITE","YEAR","MONTH","DAY","HR","MIN","MO_DAY","MO_DAY_HR","TEMP_C","TIME","TEMP_categ","TIME_dec","diff_time","diff_temp_c","changeRate_CperH","Streak"
"2020-8-5","NAPL",2020,8,5,2,39,"08-05","08-05_2",17.3563,2020-08-05 02:39:56,"all",1596609596,0.331388888888889,-0.0657999999999994,-0.198558256496226,"Increase"
"2020-8-5","NAPL",2020,8,5,2,59,"08-05","08-05_2",17.2503,2020-08-05 02:59:57,"all",1596610797,0.333611111111111,-0.106000000000002,-0.317735220649464,"Increase"
"2020-8-5","NAPL",2020,8,5,3,19,"08-05","08-05_3",16.7377,2020-08-05 03:19:58,"all",1596611998,0.333611111111111,-0.512599999999999,-1.53651956702747,"Increase"
"2020-8-5","NAPL",2020,8,5,3,39,"08-05","08-05_3",15.6134,2020-08-05 03:39:59,"all",1596613199,0.333611111111111,-1.1243,-3.37009159034138,"Increase"
"2020-8-5","NAPL",2020,8,5,4,0,"08-05","08-05_4",14.7484,2020-08-05 04:00:00,"all",1596614400,0.333611111111111,-0.865,-2.59283930058285,"Increase"
"2020-8-5","NAPL",2020,8,5,4,20,"08-05","08-05_4",14.5076,2020-08-05 04:20:00,"all",1596615600,0.333333333333333,-0.2408,-0.7224,"Increase"
"2020-8-5","NAPL",2020,8,5,4,40,"08-05","08-05_4",14.3101,2020-08-05 04:40:01,"all",1596616801,0.333611111111111,-0.1975,-0.592006661115736,"Increase"
"2020-8-5","NAPL",2020,8,5,5,0,"08-05","08-05_5",14.0142,2020-08-05 05:00:02,"all",1596618002,0.333611111111111,-0.2959,-0.886960865945045,"Increase"
"2020-8-5","NAPL",2020,8,5,5,20,"08-05","08-05_5",13.5927,2020-08-05 05:20:03,"all",1596619203,0.333611111111111,-0.4215,-1.26344712739384,"Increase"
"2020-8-5","NAPL",2020,8,5,5,39,"08-05","08-05_5",13.1257,2020-08-05 05:39:56,"all",1596620396,0.331388888888889,-0.467,-1.4092204526404,"Increase"
"2020-8-5","NAPL",2020,8,5,5,59,"08-05","08-05_5",13.1516,2020-08-05 05:59:57,"all",1596621597,0.333611111111111,0.0259,0.0776353039134056,"Increase"
"2020-8-5","NAPL",2020,8,5,6,19,"08-05","08-05_6",14.2695,2020-08-05 06:19:58,"all",1596622798,0.333611111111111,1.1179,3.35090757701915,"targetUP"
"2020-8-5","NAPL",2020,8,5,6,39,"08-05","08-05_6",15.5559,2020-08-05 06:39:59,"all",1596623999,0.333611111111111,1.2864,3.85598667776852,"targetUP"
