"DATE_LOCAL","SITE","YEAR","MONTH","DAY","HR","MIN","MO_DAY","MO_DAY_HR","TEMP_C","TIME","TEMP_categ","TIME_dec","diff_time","diff_temp_c","changeRate_CperH","Streak"
"2019-9-1","NAPL",2019,9,1,8,20,"09-01","09-01_8",14.5299,2019-09-01 08:20:03,"all",1567340403,0.333611111111111,-0.0142000000000007,-0.042564529558703,"Increase"
"2019-9-1","NAPL",2019,9,1,8,39,"09-01","09-01_8",14.5682,2019-09-01 08:39:56,"all",1567341596,0.331388888888889,0.0382999999999996,0.115574182732606,"Increase"
"2019-9-1","NAPL",2019,9,1,8,59,"09-01","09-01_8",14.6217,2019-09-01 08:59:57,"all",1567342797,0.333611111111111,0.0535000000000014,0.160366361365533,"Increase"
"2019-9-1","NAPL",2019,9,1,9,19,"09-01","09-01_9",15.1462,2019-09-01 09:19:58,"all",1567343998,0.333611111111111,0.5245,1.5721898417985,"Increase"
"2019-9-1","NAPL",2019,9,1,9,39,"09-01","09-01_9",15.7513,2019-09-01 09:39:59,"all",1567345199,0.333611111111111,0.6051,1.81378850957535,"targetUP"
"2019-9-1","NAPL",2019,9,1,10,0,"09-01","09-01_10",15.7279,2019-09-01 10:00:00,"all",1567346400,0.333611111111111,-0.0234000000000005,-0.0701415487094104,"Increase"
"2019-9-1","NAPL",2019,9,1,10,20,"09-01","09-01_10",15.5948,2019-09-01 10:20:00,"all",1567347600,0.333333333333333,-0.133100000000001,-0.399300000000002,"Increase"
"2019-9-1","NAPL",2019,9,1,10,40,"09-01","09-01_10",15.7608,2019-09-01 10:40:01,"all",1567348801,0.333611111111111,0.166,0.49758534554538,"Increase"
"2019-9-1","NAPL",2019,9,1,11,0,"09-01","09-01_11",15.899,2019-09-01 11:00:02,"all",1567350002,0.333611111111111,0.138199999999999,0.414254787676934,"Increase"
"2019-9-1","NAPL",2019,9,1,11,20,"09-01","09-01_11",15.9936,2019-09-01 11:20:03,"all",1567351203,0.333611111111111,0.0946000000000016,0.283563696919239,"Increase"
