"DATE_LOCAL","SITE","YEAR","MONTH","DAY","HR","MIN","MO_DAY","MO_DAY_HR","TEMP_C","TIME","TEMP_categ","TIME_dec","diff_time","diff_temp_c","changeRate_CperH","Streak"
"2017-8-10","NAPL",2017,8,10,9,39,"08-10","08-10_9",15.1043,2017-08-10 09:39:59,"all",1502372399,0.333611111111111,-0.266299999999999,-0.798234804329723,"Increase"
"2017-8-10","NAPL",2017,8,10,10,0,"08-10","08-10_10",15.0539,2017-08-10 10:00:00,"all",1502373600,0.333611111111111,-0.0503999999999998,-0.151074104912572,"Increase"
"2017-8-10","NAPL",2017,8,10,10,20,"08-10","08-10_10",15.2226,2017-08-10 10:20:00,"all",1502374800,0.333333333333333,0.168699999999999,0.506099999999998,"Increase"
"2017-8-10","NAPL",2017,8,10,10,40,"08-10","08-10_10",15.3594,2017-08-10 10:40:01,"all",1502376001,0.333611111111111,0.136800000000001,0.410058284762701,"Increase"
"2017-8-10","NAPL",2017,8,10,11,0,"08-10","08-10_11",15.2456,2017-08-10 11:00:02,"all",1502377202,0.333611111111111,-0.113800000000001,-0.341115736885932,"Increase"
"2017-8-10","NAPL",2017,8,10,11,20,"08-10","08-10_11",15.3061,2017-08-10 11:20:03,"all",1502378403,0.333611111111111,0.0605000000000011,0.181348875936723,"Increase"
"2017-8-10","NAPL",2017,8,10,11,39,"08-10","08-10_11",16.0188,2017-08-10 11:39:56,"all",1502379596,0.331388888888889,0.712699999999998,2.15064543168482,"targetUP"
"2017-8-10","NAPL",2017,8,10,11,59,"08-10","08-10_11",16.5033,2017-08-10 11:59:57,"all",1502380797,0.333611111111111,0.484500000000001,1.45228975853456,"Increase"
"2017-8-10","NAPL",2017,8,10,12,19,"08-10","08-10_12",16.1693,2017-08-10 12:19:58,"all",1502381998,0.333611111111111,-0.334,-1.00116569525395,"Increase"
"2017-8-10","NAPL",2017,8,10,12,39,"08-10","08-10_12",15.8965,2017-08-10 12:39:59,"all",1502383199,0.333611111111111,-0.2728,-0.817718567860117,"Increase"
"2017-8-10","NAPL",2017,8,10,13,0,"08-10","08-10_13",16.5093,2017-08-10 13:00:00,"all",1502384400,0.333611111111111,0.6128,1.83686927560366,"targetUP"
"2017-8-10","NAPL",2017,8,10,13,20,"08-10","08-10_13",17.6676,2017-08-10 13:20:00,"all",1502385600,0.333333333333333,1.1583,3.4749,"targetUP"
"2017-8-10","NAPL",2017,8,10,13,40,"08-10","08-10_13",18.64,2017-08-10 13:40:01,"all",1502386801,0.333611111111111,0.9724,2.91477102414655,"targetUP"
"2017-8-10","NAPL",2017,8,10,14,0,"08-10","08-10_14",19.3154,2017-08-10 14:00:02,"all",1502388002,0.333611111111111,0.6754,2.02451290591174,"targetUP"
"2017-8-10","NAPL",2017,8,10,14,20,"08-10","08-10_14",19.3316,2017-08-10 14:20:03,"all",1502389203,0.333611111111111,0.0162000000000013,0.0485595337219024,"Increase"
"2017-8-10","NAPL",2017,8,10,14,39,"08-10","08-10_14",18.538,2017-08-10 14:39:56,"all",1502390396,0.331388888888889,-0.793600000000001,-2.39476948868399,"Increase"
"2017-8-10","NAPL",2017,8,10,14,59,"08-10","08-10_14",18.0664,2017-08-10 14:59:57,"all",1502391597,0.333611111111111,-0.471599999999999,-1.41362198168193,"Increase"
"2017-8-10","NAPL",2017,8,10,15,19,"08-10","08-10_15",18.8223,2017-08-10 15:19:58,"all",1502392798,0.333611111111111,0.755899999999997,2.26581182348042,"targetUP"
"2017-8-10","NAPL",2017,8,10,15,39,"08-10","08-10_15",19.4841,2017-08-10 15:39:59,"all",1502393999,0.333611111111111,0.661800000000003,1.98374687760201,"targetUP"
"2017-8-10","NAPL",2017,8,10,16,0,"08-10","08-10_16",19.1245,2017-08-10 16:00:00,"all",1502395200,0.333611111111111,-0.3596,-1.07790174854288,"Increase"
"2017-8-10","NAPL",2017,8,10,16,20,"08-10","08-10_16",18.3457,2017-08-10 16:20:00,"all",1502396400,0.333333333333333,-0.7788,-2.3364,"Increase"
"2017-8-10","NAPL",2017,8,10,16,40,"08-10","08-10_16",17.976,2017-08-10 16:40:01,"all",1502397601,0.333611111111111,-0.369700000000002,-1.10817651956703,"Increase"
"2017-8-10","NAPL",2017,8,10,17,0,"08-10","08-10_17",18.0072,2017-08-10 17:00:02,"all",1502398802,0.333611111111111,0.0312000000000019,0.0935220649458841,"Increase"
"2017-8-10","NAPL",2017,8,10,17,20,"08-10","08-10_17",18.0368,2017-08-10 17:20:03,"all",1502400003,0.333611111111111,0.0295999999999985,0.0887260616153161,"Increase"
"2017-8-21","NAPL",2017,8,21,2,39,"08-21","08-21_2",18.7499,2017-08-21 02:39:56,"all",1503297596,0.331388888888889,-0.1006,-0.303570829840738,"Decrease"
"2017-8-21","NAPL",2017,8,21,2,59,"08-21","08-21_2",18.6739,2017-08-21 02:59:57,"all",1503298797,0.333611111111111,-0.0760000000000005,-0.2278101582015,"Decrease"
"2017-8-21","NAPL",2017,8,21,3,19,"08-21","08-21_3",18.6919,2017-08-21 03:19:58,"all",1503299998,0.333611111111111,0.0180000000000007,0.0539550374687781,"Decrease"
"2017-8-21","NAPL",2017,8,21,3,39,"08-21","08-21_3",18.8263,2017-08-21 03:39:59,"all",1503301199,0.333611111111111,0.134399999999999,0.402864279766859,"Decrease"
"2017-8-21","NAPL",2017,8,21,4,0,"08-21","08-21_4",18.9027,2017-08-21 04:00:00,"all",1503302400,0.333611111111111,0.0763999999999996,0.229009159034137,"Decrease"
"2017-8-21","NAPL",2017,8,21,4,20,"08-21","08-21_4",18.8741,2017-08-21 04:20:00,"all",1503303600,0.333333333333333,-0.0286000000000008,-0.0858000000000025,"Decrease"
"2017-8-21","NAPL",2017,8,21,4,40,"08-21","08-21_4",18.9233,2017-08-21 04:40:01,"all",1503304801,0.333611111111111,0.0492000000000026,0.147477102414662,"Decrease"
"2017-8-21","NAPL",2017,8,21,5,0,"08-21","08-21_5",19.0209,2017-08-21 05:00:02,"all",1503306002,0.333611111111111,0.0975999999999999,0.29255620316403,"Decrease"
"2017-8-21","NAPL",2017,8,21,5,20,"08-21","08-21_5",18.9197,2017-08-21 05:20:03,"all",1503307203,0.333611111111111,-0.101200000000002,-0.303347210657792,"Decrease"
"2017-8-21","NAPL",2017,8,21,5,39,"08-21","08-21_5",18.6155,2017-08-21 05:39:56,"all",1503308396,0.331388888888889,-0.304199999999998,-0.917954735959759,"Decrease"
"2017-8-21","NAPL",2017,8,21,5,59,"08-21","08-21_5",18.2022,2017-08-21 05:59:57,"all",1503309597,0.333611111111111,-0.4133,-1.23886761032473,"Decrease"
"2017-8-21","NAPL",2017,8,21,6,19,"08-21","08-21_6",17.2308,2017-08-21 06:19:58,"all",1503310798,0.333611111111111,-0.971400000000003,-2.91177352206495,"targetDOWN"
"2017-8-21","NAPL",2017,8,21,6,39,"08-21","08-21_6",15.6362,2017-08-21 06:39:59,"all",1503311999,0.333611111111111,-1.5946,-4.77981681931723,"targetDOWN"
"2017-8-21","NAPL",2017,8,21,7,0,"08-21","08-21_7",14.9147,2017-08-21 07:00:00,"all",1503313200,0.333611111111111,-0.721500000000001,-2.16269775187344,"targetDOWN"
"2017-8-21","NAPL",2017,8,21,7,20,"08-21","08-21_7",15.1895,2017-08-21 07:20:00,"all",1503314400,0.333333333333333,0.274800000000001,0.824400000000002,"Decrease"
