FishID,bpm,bpm.SD,temp_mean,Depth.cm,SL.cm,TL.cm,FL.cm,Tank,mass.g,bpm_duration,temp.rate,heart.mass,breakpoint_Cels,breakpoint_bpm,breakpoint_CIh,breakpoint_CIl,HRpeak,Tpeak,temp_ARRH,time_ARRH,TEMP,sizeClass,treatm,BW
r2-2-BLD-BLD,100.5431067,0.5299,18.2,6.3,14.1,17,16.3,2,85,0.25,0.164714931,0.057,20.29,119.498861,3.41893,3.39667,137.5187961,26.05,27.08044443,72.84,18,Adult,18,0.085
r2-2-BLD-BLD,110.7057831,0.9762,19.2,6.3,14.1,17,16.3,2,85,0.251,0.164714931,0.057,20.29,119.498861,3.41893,3.39667,137.5187961,26.05,27.08044443,72.84,19,Adult,19,0.085
r2-2-BLD-BLD,115.3869742,0.7619,20,6.3,14.1,17,16.3,2,85,0.246,0.164714931,0.057,20.29,119.498861,3.41893,3.39667,137.5187961,26.05,27.08044443,72.84,20,Adult,20,0.085
r2-2-BLD-BLD,120.8206474,0.973,20.7,6.3,14.1,17,16.3,2,85,0.253,0.164714931,0.057,20.29,119.498861,3.41893,3.39667,137.5187961,26.05,27.08044443,72.84,21,Adult,21,0.085
r2-2-BLD-BLD,126.5432264,9.1279,21.5,6.3,14.1,17,16.3,2,85,0.254,0.164714931,0.057,20.29,119.498861,3.41893,3.39667,137.5187961,26.05,27.08044443,72.84,22,Adult,22,0.085
r2-2-BLD-BLD,122.4470812,14.0785,22.7,6.3,14.1,17,16.3,2,85,0.258,0.164714931,0.057,20.29,119.498861,3.41893,3.39667,137.5187961,26.05,27.08044443,72.84,23,Adult,23,0.085
r2-2-BLD-BLD,124.5934964,0.4788,23.7,6.3,14.1,17,16.3,2,85,0.268,0.164714931,0.057,20.29,119.498861,3.41893,3.39667,137.5187961,26.05,27.08044443,72.84,24,Adult,24,0.085
r2-1-RLD,104.3750059,0.3486,16.3,3,7.5,9.5,8.9,1,12.59,0.257,0.164714931,0.0105,NA,110.9441576,3.48434,3.40746,147.0120503,22.7,26.34911014,68.4,16,Juvenile,16,0.01259
r2-1-RLD,140.4524305,0.4073,25,3,7.5,9.5,8.9,1,12.59,0.257,0.164714931,0.0105,NA,110.9441576,3.48434,3.40746,147.0120503,22.7,26.34911014,68.4,25,Juvenile,25,0.01259
r2-1-RLD,140.266988,0.8413,26.05,3,7.5,9.5,8.9,1,12.59,0.254,0.164714931,0.0105,NA,110.9441576,3.48434,3.40746,147.0120503,22.7,26.34911014,68.4,26,Juvenile,26,0.01259
r2-1-RLD,107.8650973,0.3701,16.7,3,7.5,9.5,8.9,1,12.59,0.267,0.164714931,0.0105,NA,110.9441576,3.48434,3.40746,147.0120503,22.7,26.34911014,68.4,17,Juvenile,17,0.01259
r2-1-RLD,119.8410281,3.3177,18.2,3,7.5,9.5,8.9,1,12.59,0.25,0.164714931,0.0105,NA,110.9441576,3.48434,3.40746,147.0120503,22.7,26.34911014,68.4,18,Juvenile,18,0.01259
r2-1-RLD,120.8266602,0.2618,19.2,3,7.5,9.5,8.9,1,12.59,0.251,0.164714931,0.0105,NA,110.9441576,3.48434,3.40746,147.0120503,22.7,26.34911014,68.4,19,Juvenile,19,0.01259
r2-1-RLD,127.944898,0.2814,20,3,7.5,9.5,8.9,1,12.59,0.246,0.164714931,0.0105,NA,110.9441576,3.48434,3.40746,147.0120503,22.7,26.34911014,68.4,20,Juvenile,20,0.01259
r2-1-RLD,133.398542,0.3889,20.7,3,7.5,9.5,8.9,1,12.59,0.253,0.164714931,0.0105,NA,110.9441576,3.48434,3.40746,147.0120503,22.7,26.34911014,68.4,21,Juvenile,21,0.01259
r2-1-RLD,139.8161586,0.4258,21.5,3,7.5,9.5,8.9,1,12.59,0.254,0.164714931,0.0105,NA,110.9441576,3.48434,3.40746,147.0120503,22.7,26.34911014,68.4,22,Juvenile,22,0.01259
r2-1-RLD,147.0120503,0.5481,22.7,3,7.5,9.5,8.9,1,12.59,0.258,0.164714931,0.0105,NA,110.9441576,3.48434,3.40746,147.0120503,22.7,26.34911014,68.4,23,Juvenile,23,0.01259
r2-1-RLD,144.7110544,0.6027,23.7,3,7.5,9.5,8.9,1,12.59,0.268,0.164714931,0.0105,NA,110.9441576,3.48434,3.40746,147.0120503,22.7,26.34911014,68.4,24,Juvenile,24,0.01259
r2-2-BRTT,87.86202095,0.2738,16.6,6.6,15.3,18.4,17.6,2,105.5,0.257,0.165166486,0.064,21.81,134.677252,3.39629,3.38431,146.0796115,26,NA,65.52,17,Adult,17,0.1055
r2-2-BRTT,142.3586648,0.0933,25.1,6.6,15.3,18.4,17.6,2,105.5,0.257,0.165166486,0.064,21.81,134.677252,3.39629,3.38431,146.0796115,26,NA,65.52,25,Adult,25,0.1055
r2-2-BRTT,146.0796115,0.1049,26,6.6,15.3,18.4,17.6,2,105.5,0.254,0.165166486,0.064,21.81,134.677252,3.39629,3.38431,146.0796115,26,NA,65.52,26,Adult,26,0.1055
r2-2-BRTT,89.85094618,0.2779,17.05,6.6,15.3,18.4,17.6,2,105.5,0.267,0.165166486,0.064,21.81,134.677252,3.39629,3.38431,146.0796115,26,NA,65.52,17,Adult,17,0.1055
r2-2-BRTT,97.53183587,0.2304,18,6.6,15.3,18.4,17.6,2,105.5,0.25,0.165166486,0.064,21.81,134.677252,3.39629,3.38431,146.0796115,26,NA,65.52,18,Adult,18,0.1055
r2-2-BRTT,106.5606026,0.3196,19,6.6,15.3,18.4,17.6,2,105.5,0.251,0.165166486,0.064,21.81,134.677252,3.39629,3.38431,146.0796115,26,NA,65.52,19,Adult,19,0.1055
r2-2-BRTT,114.914917,0.2973,19.95,6.6,15.3,18.4,17.6,2,105.5,0.246,0.165166486,0.064,21.81,134.677252,3.39629,3.38431,146.0796115,26,NA,65.52,20,Adult,20,0.1055
r2-2-BRTT,124.6240237,0.3375,20.8,6.6,15.3,18.4,17.6,2,105.5,0.253,0.165166486,0.064,21.81,134.677252,3.39629,3.38431,146.0796115,26,NA,65.52,21,Adult,21,0.1055
r2-2-BRTT,134.7359295,0.3912,21.8,6.6,15.3,18.4,17.6,2,105.5,0.254,0.165166486,0.064,21.81,134.677252,3.39629,3.38431,146.0796115,26,NA,65.52,22,Adult,22,0.1055
r2-2-BRTT,139.3699541,10.1324,23.15,6.6,15.3,18.4,17.6,2,105.5,0.258,0.165166486,0.064,21.81,134.677252,3.39629,3.38431,146.0796115,26,NA,65.52,23,Adult,23,0.1055
r2-2-BRTT,138.4632333,0.155,24.15,6.6,15.3,18.4,17.6,2,105.5,0.268,0.165166486,0.064,21.81,134.677252,3.39629,3.38431,146.0796115,26,NA,65.52,24,Adult,24,0.1055
r2-1-OLD,99.18297164,0.3544,16.6,2.7,6.7,8.5,8,1,8.3,0.257,0.165166486,0.006,21.26,137.3648617,3.40543,3.38777,140.149656,23.15,25.37498623,61.62,17,Juvenile,17,0.0083
r2-1-OLD,131.7481176,0.4177,25.1,2.7,6.7,8.5,8,1,8.3,0.257,0.165166486,0.006,21.26,137.3648617,3.40543,3.38777,140.149656,23.15,25.37498623,61.62,25,Juvenile,25,0.0083
r2-1-OLD,102.4298099,0.5557,17.05,2.7,6.7,8.5,8,1,8.3,0.267,0.165166486,0.006,21.26,137.3648617,3.40543,3.38777,140.149656,23.15,25.37498623,61.62,17,Juvenile,17,0.0083
r2-1-OLD,110.7923705,0.4438,18,2.7,6.7,8.5,8,1,8.3,0.25,0.165166486,0.006,21.26,137.3648617,3.40543,3.38777,140.149656,23.15,25.37498623,61.62,18,Juvenile,18,0.0083
r2-1-OLD,119.073671,0.4309,19,2.7,6.7,8.5,8,1,8.3,0.251,0.165166486,0.006,21.26,137.3648617,3.40543,3.38777,140.149656,23.15,25.37498623,61.62,19,Juvenile,19,0.0083
r2-1-OLD,125.9554382,0.3073,19.95,2.7,6.7,8.5,8,1,8.3,0.246,0.165166486,0.006,21.26,137.3648617,3.40543,3.38777,140.149656,23.15,25.37498623,61.62,20,Juvenile,20,0.0083
r2-1-OLD,131.7947373,0.4177,20.8,2.7,6.7,8.5,8,1,8.3,0.253,0.165166486,0.006,21.26,137.3648617,3.40543,3.38777,140.149656,23.15,25.37498623,61.62,21,Juvenile,21,0.0083
r2-1-OLD,138.1406627,0.4697,21.8,2.7,6.7,8.5,8,1,8.3,0.254,0.165166486,0.006,21.26,137.3648617,3.40543,3.38777,140.149656,23.15,25.37498623,61.62,22,Juvenile,22,0.0083
r2-1-OLD,140.149656,0.4694,23.15,2.7,6.7,8.5,8,1,8.3,0.258,0.165166486,0.006,21.26,137.3648617,3.40543,3.38777,140.149656,23.15,25.37498623,61.62,23,Juvenile,23,0.0083
r2-1-OLD,136.479151,0.47,24.15,2.7,6.7,8.5,8,1,8.3,0.268,0.165166486,0.006,21.26,137.3648617,3.40543,3.38777,140.149656,23.15,25.37498623,61.62,24,Juvenile,24,0.0083
r2-4-RRD-ORD,80.48872237,0.4716,15.8,7.8,16.5,20.5,19.7,4,162.5,0.276,0.16097821,0.107,19.83,104.6933373,3.42675,3.39965,132.8472634,26.1,27.04373843,77.94,16,Adult,16,0.1625
r2-4-RRD-ORD,124.8261607,1.0897,24.1,7.8,16.5,20.5,19.7,4,162.5,0.26,0.16097821,0.107,19.83,104.6933373,3.42675,3.39965,132.8472634,26.1,27.04373843,77.94,24,Adult,24,0.1625
r2-4-RRD-ORD,129.9456067,0.8824,25,7.8,16.5,20.5,19.7,4,162.5,0.271,0.16097821,0.107,19.83,104.6933373,3.42675,3.39965,132.8472634,26.1,27.04373843,77.94,25,Adult,25,0.1625
r2-4-RRD-ORD,132.8472634,1.8775,26.1,7.8,16.5,20.5,19.7,4,162.5,0.271,0.16097821,0.107,19.83,104.6933373,3.42675,3.39965,132.8472634,26.1,27.04373843,77.94,26,Adult,26,0.1625
r2-4-RRD-ORD,121.3287656,1.4008,27.05,7.8,16.5,20.5,19.7,4,162.5,0.294,0.16097821,0.107,19.83,104.6933373,3.42675,3.39965,132.8472634,26.1,27.04373843,77.94,27,Adult,27,0.1625
r2-4-RRD-ORD,82.32055931,0.5091,16.4,7.8,16.5,20.5,19.7,4,162.5,0.256,0.16097821,0.107,19.83,104.6933373,3.42675,3.39965,132.8472634,26.1,27.04373843,77.94,16,Adult,16,0.1625
r2-4-RRD-ORD,86.88462332,0.7215,17.1,7.8,16.5,20.5,19.7,4,162.5,0.285,0.16097821,0.107,19.83,104.6933373,3.42675,3.39965,132.8472634,26.1,27.04373843,77.94,17,Adult,17,0.1625
r2-4-RRD-ORD,93.70299649,0.5783,18.2,7.8,16.5,20.5,19.7,4,162.5,0.353,0.16097821,0.107,19.83,104.6933373,3.42675,3.39965,132.8472634,26.1,27.04373843,77.94,18,Adult,18,0.1625
r2-4-RRD-ORD,100.1593658,1.0765,19.1,7.8,16.5,20.5,19.7,4,162.5,0.247,0.16097821,0.107,19.83,104.6933373,3.42675,3.39965,132.8472634,26.1,27.04373843,77.94,19,Adult,19,0.1625
r2-4-RRD-ORD,106.2668498,1.7189,20,7.8,16.5,20.5,19.7,4,162.5,0.254,0.16097821,0.107,19.83,104.6933373,3.42675,3.39965,132.8472634,26.1,27.04373843,77.94,20,Adult,20,0.1625
r2-4-RRD-ORD,110.4581724,5.7052,21.1,7.8,16.5,20.5,19.7,4,162.5,0.255,0.16097821,0.107,19.83,104.6933373,3.42675,3.39965,132.8472634,26.1,27.04373843,77.94,21,Adult,21,0.1625
r2-4-RRD-ORD,112.2166719,0.8763,22.05,7.8,16.5,20.5,19.7,4,162.5,0.224,0.16097821,0.107,19.83,104.6933373,3.42675,3.39965,132.8472634,26.1,27.04373843,77.94,22,Adult,22,0.1625
r2-4-RRD-ORD,119.1037094,0.9518,23.2,7.8,16.5,20.5,19.7,4,162.5,0.26,0.16097821,0.107,19.83,104.6933373,3.42675,3.39965,132.8472634,26.1,27.04373843,77.94,23,Adult,23,0.1625
r2-3-GLD-GLD,87.56202333,0.2403,16,7,15.7,20,18.3,3,123.5,0.276,0.160289582,0.075,22.91,129.5412237,3.38828,3.36712,136.9837316,25.1,26.60120739,75.12,16,Adult,16,0.1235
r2-3-GLD-GLD,134.7134063,0.2721,24.1,7,15.7,20,18.3,3,123.5,0.26,0.160289582,0.075,22.91,129.5412237,3.38828,3.36712,136.9837316,25.1,26.60120739,75.12,24,Adult,24,0.1235
r2-3-GLD-GLD,136.9837316,0.163,25.1,7,15.7,20,18.3,3,123.5,0.271,0.160289582,0.075,22.91,129.5412237,3.38828,3.36712,136.9837316,25.1,26.60120739,75.12,25,Adult,25,0.1235
r2-3-GLD-GLD,109.2206526,0.3617,26.1,7,15.7,20,18.3,3,123.5,0.271,0.160289582,0.075,22.91,129.5412237,3.38828,3.36712,136.9837316,25.1,26.60120739,75.12,26,Adult,26,0.1235
r2-3-GLD-GLD,89.52253411,0.3219,16.3,7,15.7,20,18.3,3,123.5,0.256,0.160289582,0.075,22.91,129.5412237,3.38828,3.36712,136.9837316,25.1,26.60120739,75.12,16,Adult,16,0.1235
r2-3-GLD-GLD,94.59392782,0.2414,17.2,7,15.7,20,18.3,3,123.5,0.285,0.160289582,0.075,22.91,129.5412237,3.38828,3.36712,136.9837316,25.1,26.60120739,75.12,17,Adult,17,0.1235
r2-3-GLD-GLD,100.259497,0.3032,18.2,7,15.7,20,18.3,3,123.5,0.353,0.160289582,0.075,22.91,129.5412237,3.38828,3.36712,136.9837316,25.1,26.60120739,75.12,18,Adult,18,0.1235
r2-3-GLD-GLD,106.2578985,0.5635,19.1,7,15.7,20,18.3,3,123.5,0.247,0.160289582,0.075,22.91,129.5412237,3.38828,3.36712,136.9837316,25.1,26.60120739,75.12,19,Adult,19,0.1235
r2-3-GLD-GLD,111.9566144,1.0156,20.1,7,15.7,20,18.3,3,123.5,0.254,0.160289582,0.075,22.91,129.5412237,3.38828,3.36712,136.9837316,25.1,26.60120739,75.12,20,Adult,20,0.1235
r2-3-GLD-GLD,116.5997299,0.2588,21.1,7,15.7,20,18.3,3,123.5,0.255,0.160289582,0.075,22.91,129.5412237,3.38828,3.36712,136.9837316,25.1,26.60120739,75.12,21,Adult,21,0.1235
r2-3-GLD-GLD,123.0475063,0.2724,22.1,7,15.7,20,18.3,3,123.5,0.224,0.160289582,0.075,22.91,129.5412237,3.38828,3.36712,136.9837316,25.1,26.60120739,75.12,22,Adult,22,0.1235
r2-3-GLD-GLD,130.0807555,0.2521,23.2,7,15.7,20,18.3,3,123.5,0.26,0.160289582,0.075,22.91,129.5412237,3.38828,3.36712,136.9837316,25.1,26.60120739,75.12,23,Adult,23,0.1235
r2-3-RRD-RRD,79.65952119,1.0574,16,6.5,15.4,18.5,17.6,5,100,0.276,0.160289582,0.094,22.97,126.5245423,3.38148,3.37252,129.3608708,24.1,26.79355489,76.32,16,Adult,16,0.1
r2-3-RRD-RRD,129.3608708,0.3286,24.1,6.5,15.4,18.5,17.6,5,100,0.26,0.160289582,0.094,22.97,126.5245423,3.38148,3.37252,129.3608708,24.1,26.79355489,76.32,24,Adult,24,0.1
r2-3-RRD-RRD,128.5932433,0.2474,25.1,6.5,15.4,18.5,17.6,5,100,0.271,0.160289582,0.094,22.97,126.5245423,3.38148,3.37252,129.3608708,24.1,26.79355489,76.32,25,Adult,25,0.1
r2-3-RRD-RRD,116.6311941,0.2809,26.1,6.5,15.4,18.5,17.6,5,100,0.271,0.160289582,0.094,22.97,126.5245423,3.38148,3.37252,129.3608708,24.1,26.79355489,76.32,26,Adult,26,0.1
r2-3-RRD-RRD,82.11588578,1.116,16.3,6.5,15.4,18.5,17.6,5,100,0.256,0.160289582,0.094,22.97,126.5245423,3.38148,3.37252,129.3608708,24.1,26.79355489,76.32,16,Adult,16,0.1
r2-3-RRD-RRD,86.68852202,1.4832,17.2,6.5,15.4,18.5,17.6,5,100,0.285,0.160289582,0.094,22.97,126.5245423,3.38148,3.37252,129.3608708,24.1,26.79355489,76.32,17,Adult,17,0.1
r2-3-RRD-RRD,92.78076839,1.9983,18.2,6.5,15.4,18.5,17.6,5,100,0.353,0.160289582,0.094,22.97,126.5245423,3.38148,3.37252,129.3608708,24.1,26.79355489,76.32,18,Adult,18,0.1
r2-3-RRD-RRD,99.23147716,1.8282,19.1,6.5,15.4,18.5,17.6,5,100,0.247,0.160289582,0.094,22.97,126.5245423,3.38148,3.37252,129.3608708,24.1,26.79355489,76.32,19,Adult,19,0.1
r2-3-RRD-RRD,105.1190133,0.9693,20.1,6.5,15.4,18.5,17.6,5,100,0.254,0.160289582,0.094,22.97,126.5245423,3.38148,3.37252,129.3608708,24.1,26.79355489,76.32,20,Adult,20,0.1
r2-3-RRD-RRD,112.1234624,0.5762,21.1,6.5,15.4,18.5,17.6,5,100,0.255,0.160289582,0.094,22.97,126.5245423,3.38148,3.37252,129.3608708,24.1,26.79355489,76.32,21,Adult,21,0.1
r2-3-RRD-RRD,119.2118712,0.4414,22.1,6.5,15.4,18.5,17.6,5,100,0.224,0.160289582,0.094,22.97,126.5245423,3.38148,3.37252,129.3608708,24.1,26.79355489,76.32,22,Adult,22,0.1
r2-3-RRD-RRD,127.072576,0.3542,23.2,6.5,15.4,18.5,17.6,5,100,0.26,0.160289582,0.094,22.97,126.5245423,3.38148,3.37252,129.3608708,24.1,26.79355489,76.32,23,Adult,23,0.1
r2-4-GRD-ORD,115.9495722,0.1401,23.05,9.1,20.2,23.5,23.5,4,249,0.251,0.163881911,0.179,24.49,124.7010596,3.3663,3.3533,126.9644261,26.1,26.81761544,76.38,23,Adult,23,0.249
r2-4-GRD-ORD,76.5591205,1.346,15.65,9.1,20.2,23.5,23.5,4,249,0.323,0.163881911,0.179,24.49,124.7010596,3.3663,3.3533,126.9644261,26.1,26.81761544,76.38,16,Adult,16,0.249
r2-4-GRD-ORD,121.5432697,0.1705,24.1,9.1,20.2,23.5,23.5,4,249,0.22,0.163881911,0.179,24.49,124.7010596,3.3663,3.3533,126.9644261,26.1,26.81761544,76.38,24,Adult,24,0.249
r2-4-GRD-ORD,125.4277353,0.668,25,9.1,20.2,23.5,23.5,4,249,0.213,0.163881911,0.179,24.49,124.7010596,3.3663,3.3533,126.9644261,26.1,26.81761544,76.38,25,Adult,25,0.249
r2-4-GRD-ORD,126.9644261,0.2409,26.1,9.1,20.2,23.5,23.5,4,249,0.251,0.163881911,0.179,24.49,124.7010596,3.3663,3.3533,126.9644261,26.1,26.81761544,76.38,26,Adult,26,0.249
r2-4-GRD-ORD,78.0963073,1.2666,16.15,9.1,20.2,23.5,23.5,4,249,0.271,0.163881911,0.179,24.49,124.7010596,3.3663,3.3533,126.9644261,26.1,26.81761544,76.38,16,Adult,16,0.249
r2-4-GRD-ORD,81.28626823,0.9604,16.75,9.1,20.2,23.5,23.5,4,249,0.317,0.163881911,0.179,24.49,124.7010596,3.3663,3.3533,126.9644261,26.1,26.81761544,76.38,17,Adult,17,0.249
r2-4-GRD-ORD,88.28866544,0.827,18.1,9.1,20.2,23.5,23.5,4,249,0.27,0.163881911,0.179,24.49,124.7010596,3.3663,3.3533,126.9644261,26.1,26.81761544,76.38,18,Adult,18,0.249
r2-4-GRD-ORD,94.04568863,1.1522,19.1,9.1,20.2,23.5,23.5,4,249,0.294,0.163881911,0.179,24.49,124.7010596,3.3663,3.3533,126.9644261,26.1,26.81761544,76.38,19,Adult,19,0.249
r2-4-GRD-ORD,98.51993913,1.008,20.2,9.1,20.2,23.5,23.5,4,249,0.275,0.163881911,0.179,24.49,124.7010596,3.3663,3.3533,126.9644261,26.1,26.81761544,76.38,20,Adult,20,0.249
r2-4-GRD-ORD,103.1512898,1.2335,21.1,9.1,20.2,23.5,23.5,4,249,0.145,0.163881911,0.179,24.49,124.7010596,3.3663,3.3533,126.9644261,26.1,26.81761544,76.38,21,Adult,21,0.249
r2-4-GRD-ORD,109.2791773,0.0909,22.05,9.1,20.2,23.5,23.5,4,249,0.12,0.163881911,0.179,24.49,124.7010596,3.3663,3.3533,126.9644261,26.1,26.81761544,76.38,22,Adult,22,0.249
r2-2-BLTT,121.2812529,11.3761,23,7.1,16,19.5,18.8,2,126,0.12,0.164203179,0.085,20.75,118.2431976,3.41253,3.39247,134.0041707,25.9,27.13218293,72.36,23,Adult,23,0.126
r2-2-BLTT,85.81664446,1.5094,16.4,7.1,16,19.5,18.8,2,126,0.323,0.164203179,0.085,20.75,118.2431976,3.41253,3.39247,134.0041707,25.9,27.13218293,72.36,16,Adult,16,0.126
r2-2-BLTT,130.4660933,0.2862,25.1,7.1,16,19.5,18.8,2,126,0.22,0.164203179,0.085,20.75,118.2431976,3.41253,3.39247,134.0041707,25.9,27.13218293,72.36,25,Adult,25,0.126
r2-2-BLTT,134.0041707,0.2048,25.9,7.1,16,19.5,18.8,2,126,0.213,0.164203179,0.085,20.75,118.2431976,3.41253,3.39247,134.0041707,25.9,27.13218293,72.36,26,Adult,26,0.126
r2-2-BLTT,131.2901683,0.635,27,7.1,16,19.5,18.8,2,126,0.251,0.164203179,0.085,20.75,118.2431976,3.41253,3.39247,134.0041707,25.9,27.13218293,72.36,27,Adult,27,0.126
r2-2-BLTT,87.94065094,1.1058,17,7.1,16,19.5,18.8,2,126,0.271,0.164203179,0.085,20.75,118.2431976,3.41253,3.39247,134.0041707,25.9,27.13218293,72.36,17,Adult,17,0.126
r2-2-BLTT,96.38429667,0.9506,18,7.1,16,19.5,18.8,2,126,0.317,0.164203179,0.085,20.75,118.2431976,3.41253,3.39247,134.0041707,25.9,27.13218293,72.36,18,Adult,18,0.126
r2-2-BLTT,105.290761,0.9308,19.1,7.1,16,19.5,18.8,2,126,0.27,0.164203179,0.085,20.75,118.2431976,3.41253,3.39247,134.0041707,25.9,27.13218293,72.36,19,Adult,19,0.126
r2-2-BLTT,112.205409,0.9868,20.1,7.1,16,19.5,18.8,2,126,0.294,0.164203179,0.085,20.75,118.2431976,3.41253,3.39247,134.0041707,25.9,27.13218293,72.36,20,Adult,20,0.126
r2-2-BLTT,119.7605479,0.7071,21.1,7.1,16,19.5,18.8,2,126,0.275,0.164203179,0.085,20.75,118.2431976,3.41253,3.39247,134.0041707,25.9,27.13218293,72.36,21,Adult,21,0.126
r2-2-BLTT,124.1323965,6.8509,22.1,7.1,16,19.5,18.8,2,126,0.145,0.164203179,0.085,20.75,118.2431976,3.41253,3.39247,134.0041707,25.9,27.13218293,72.36,22,Adult,22,0.126
r2-2-BLTT,125.7261436,8.0947,24.1,7.1,16,19.5,18.8,2,126,0.251,0.164203179,0.085,20.75,118.2431976,3.41253,3.39247,134.0041707,25.9,27.13218293,72.36,24,Adult,24,0.126
r2-2-GRTT,125.5177976,1.5427,22.1,7,15.4,18.1,17.8,2,113,0.145,0.164203179,0.072,20.92,120.4929687,3.40997,3.39123,131.6381672,25.1,26.98440007,71.46,22,Adult,22,0.113
r2-2-GRTT,86.12965252,0.3783,16.4,7,15.4,18.1,17.8,2,113,0.323,0.164203179,0.072,20.92,120.4929687,3.40997,3.39123,131.6381672,25.1,26.98440007,71.46,16,Adult,16,0.113
r2-2-GRTT,131.6381672,1.0257,25.1,7,15.4,18.1,17.8,2,113,0.22,0.164203179,0.072,20.92,120.4929687,3.40997,3.39123,131.6381672,25.1,26.98440007,71.46,25,Adult,25,0.113
r2-2-GRTT,131.5389709,0.8514,25.9,7,15.4,18.1,17.8,2,113,0.213,0.164203179,0.072,20.92,120.4929687,3.40997,3.39123,131.6381672,25.1,26.98440007,71.46,26,Adult,26,0.113
r2-2-GRTT,57.6294306,23.5907,27,7,15.4,18.1,17.8,2,113,0.251,0.164203179,0.072,20.92,120.4929687,3.40997,3.39123,131.6381672,25.1,26.98440007,71.46,27,Adult,27,0.113
r2-2-GRTT,88.58044566,0.5477,17,7,15.4,18.1,17.8,2,113,0.271,0.164203179,0.072,20.92,120.4929687,3.40997,3.39123,131.6381672,25.1,26.98440007,71.46,17,Adult,17,0.113
r2-2-GRTT,95.57664463,0.7361,18,7,15.4,18.1,17.8,2,113,0.317,0.164203179,0.072,20.92,120.4929687,3.40997,3.39123,131.6381672,25.1,26.98440007,71.46,18,Adult,18,0.113
r2-2-GRTT,105.1089119,0.5744,19.1,7,15.4,18.1,17.8,2,113,0.27,0.164203179,0.072,20.92,120.4929687,3.40997,3.39123,131.6381672,25.1,26.98440007,71.46,19,Adult,19,0.113
r2-2-GRTT,113.7239959,0.6937,20.1,7,15.4,18.1,17.8,2,113,0.294,0.164203179,0.072,20.92,120.4929687,3.40997,3.39123,131.6381672,25.1,26.98440007,71.46,20,Adult,20,0.113
r2-2-GRTT,120.7910945,0.8987,21.1,7,15.4,18.1,17.8,2,113,0.275,0.164203179,0.072,20.92,120.4929687,3.40997,3.39123,131.6381672,25.1,26.98440007,71.46,21,Adult,21,0.113
r2-2-GRTT,122.5852694,0.8799,23,7,15.4,18.1,17.8,2,113,0.12,0.164203179,0.072,20.92,120.4929687,3.40997,3.39123,131.6381672,25.1,26.98440007,71.46,23,Adult,23,0.113
r2-2-GRTT,127.753023,0.9886,24.1,7,15.4,18.1,17.8,2,113,0.251,0.164203179,0.072,20.92,120.4929687,3.40997,3.39123,131.6381672,25.1,26.98440007,71.46,24,Adult,24,0.113
r2-4-RLD-GLD,74.39889221,0.154979759,16,9,19.2,23.8,22.6,4,233,0.286,0.165192079,0.132,23.56,116.0764156,3.37668,3.36392,117.6637421,25,26.77394352,70.02,16,Adult,16,0.233
r2-4-RLD-GLD,117.6637421,0.1186,25,9,19.2,23.8,22.6,4,233,0.172,0.165192079,0.132,23.56,116.0764156,3.37668,3.36392,117.6637421,25,26.77394352,70.02,25,Adult,25,0.233
r2-4-RLD-GLD,117.317824,0.2048,26.1,9,19.2,23.8,22.6,4,233,0.201,0.165192079,0.132,23.56,116.0764156,3.37668,3.36392,117.6637421,25,26.77394352,70.02,26,Adult,26,0.233
r2-4-RLD-GLD,78.38731103,0.2264,17.15,9,19.2,23.8,22.6,4,233,0.257,0.165192079,0.132,23.56,116.0764156,3.37668,3.36392,117.6637421,25,26.77394352,70.02,17,Adult,17,0.233
r2-4-RLD-GLD,83.98585539,0.218,18.2,9,19.2,23.8,22.6,4,233,0.338,0.165192079,0.132,23.56,116.0764156,3.37668,3.36392,117.6637421,25,26.77394352,70.02,18,Adult,18,0.233
r2-4-RLD-GLD,88.76416328,0.1678,19.05,9,19.2,23.8,22.6,4,233,0.259,0.165192079,0.132,23.56,116.0764156,3.37668,3.36392,117.6637421,25,26.77394352,70.02,19,Adult,19,0.233
r2-4-RLD-GLD,94.04477151,0.1007,20,9,19.2,23.8,22.6,4,233,0.263,0.165192079,0.132,23.56,116.0764156,3.37668,3.36392,117.6637421,25,26.77394352,70.02,20,Adult,20,0.233
r2-4-RLD-GLD,100.3811761,0.0965,21.1,9,19.2,23.8,22.6,4,233,0.255,0.165192079,0.132,23.56,116.0764156,3.37668,3.36392,117.6637421,25,26.77394352,70.02,21,Adult,21,0.233
r2-4-RLD-GLD,107.4378535,0.1347,22.15,9,19.2,23.8,22.6,4,233,0.256,0.165192079,0.132,23.56,116.0764156,3.37668,3.36392,117.6637421,25,26.77394352,70.02,22,Adult,22,0.233
r2-4-RLD-GLD,112.7297658,0.0731,23.1,9,19.2,23.8,22.6,4,233,0.263,0.165192079,0.132,23.56,116.0764156,3.37668,3.36392,117.6637421,25,26.77394352,70.02,23,Adult,23,0.233
r2-4-RLD-GLD,116.6592947,0.0696,24.1,9,19.2,23.8,22.6,4,233,0.253,0.165192079,0.132,23.56,116.0764156,3.37668,3.36392,117.6637421,25,26.77394352,70.02,24,Adult,24,0.233
r2-3-GRD-GRD,81.68904943,0.333273697,15.85,6.9,15.5,19.3,18.1,3,124.5,0.286,0.167491895,0.069,NA,107.9665179,3.44106,3.38374,155.1635991,26.9,28.89624219,82.92,16,Adult,16,0.1245
