FishID,bpm,bpm.SD,temp_mean,Depth.cm,SL.cm,TL.cm,FL.cm,Tank,mass.g,bpm_duration,temp.rate,heart.mass,breakpoint_Cels,breakpoint_bpm,breakpoint_CIh,breakpoint_CIl,HRpeak,Tpeak,temp_ARRH,time_ARRH,TEMP,sizeClass,treatm,BW
r2-1-BLD,100.8459976,0.4099,17,4,8.8,11.2,10.3,1,22.02,0.259,0.16521317,0.024,19.42,116.4738285,3.43715,3.39885,137.352421,25.95,27.68387123,75.717,17,Juvenile,17,0.02202
r2-1-BLD,107.2236848,0.4849,18,4,8.8,11.2,10.3,1,22.02,0.259,0.16521317,0.024,19.42,116.4738285,3.43715,3.39885,137.352421,25.95,27.68387123,75.717,18,Juvenile,18,0.02202
r2-1-BLD,112.8101434,0.5187,19,4,8.8,11.2,10.3,1,22.02,0.254,0.16521317,0.024,19.42,116.4738285,3.43715,3.39885,137.352421,25.95,27.68387123,75.717,19,Juvenile,19,0.02202
r2-1-BLD,119.2471947,0.5222,20,4,8.8,11.2,10.3,1,22.02,0.257,0.16521317,0.024,19.42,116.4738285,3.43715,3.39885,137.352421,25.95,27.68387123,75.717,20,Juvenile,20,0.02202
r2-1-BLD,124.9679639,0.6407,21.25,4,8.8,11.2,10.3,1,22.02,0.254,0.16521317,0.024,19.42,116.4738285,3.43715,3.39885,137.352421,25.95,27.68387123,75.717,21,Juvenile,21,0.02202
r2-1-BLD,120.5375382,0.3831,22.1,4,8.8,11.2,10.3,1,22.02,0.25,0.16521317,0.024,19.42,116.4738285,3.43715,3.39885,137.352421,25.95,27.68387123,75.717,22,Juvenile,22,0.02202
r2-1-BLD,123.6349155,0.3114,23,4,8.8,11.2,10.3,1,22.02,0.17,0.16521317,0.024,19.42,116.4738285,3.43715,3.39885,137.352421,25.95,27.68387123,75.717,23,Juvenile,23,0.02202
r2-1-BLD,130.5007877,0.6367,24.05,4,8.8,11.2,10.3,1,22.02,0.249,0.16521317,0.024,19.42,116.4738285,3.43715,3.39885,137.352421,25.95,27.68387123,75.717,24,Juvenile,24,0.02202
r2-2-BLD-BLD,85.34126427,0.4679,16.3,6.3,14.1,17,16.3,2,85,0.257,0.164714931,0.057,20.29,119.498861,3.41893,3.39667,137.5187961,26.05,27.08044443,72.84,16,Adult,16,0.085
r2-2-BLD-BLD,132.0273146,0.5405,25,6.3,14.1,17,16.3,2,85,0.257,0.164714931,0.057,20.29,119.498861,3.41893,3.39667,137.5187961,26.05,27.08044443,72.84,25,Adult,25,0.085
r2-2-BLD-BLD,137.5187961,0.6443,26.05,6.3,14.1,17,16.3,2,85,0.254,0.164714931,0.057,20.29,119.498861,3.41893,3.39667,137.5187961,26.05,27.08044443,72.84,26,Adult,26,0.085
r2-2-BLD-BLD,88.73741017,0.336,16.7,6.3,14.1,17,16.3,2,85,0.267,0.164714931,0.057,20.29,119.498861,3.41893,3.39667,137.5187961,26.05,27.08044443,72.84,17,Adult,17,0.085
